4.0000000e-1 2.7237354e-2
3.8895553e-1 2.5136187e+0
3.6277146e-1 5.0000000e+0
3.2864529e-1 7.4863813e+0
2.9476732e-1 1.0007782e+1
2.7404343e-1 1.2494163e+1
2.6945191e-1 1.5015564e+1
2.7019648e-1 1.7501946e+1
2.7118925e-1 2.0023346e+1
2.7143744e-1 2.2509728e+1
2.7168563e-1 2.4996109e+1
2.7193382e-1 2.7517510e+1
2.7205791e-1 3.0003891e+1
2.7218201e-1 3.2490272e+1
2.7218201e-1 3.5011673e+1
2.7230610e-1 3.7498054e+1
2.7230610e-1 4.0019455e+1
2.7230610e-1 4.2505837e+1
2.7230610e-1 4.4992218e+1
2.7230610e-1 4.7513619e+1
2.7230610e-1 5.0000000e+1
